"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0009060","PE(18:1(9Z)/18:2(9Z,12Z))","HMDB0009060","9546753","C00350","[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0011221","PC(P-16:0/20:4(8Z,11Z,14Z,17Z))","HMDB0011221","53480687",NA,"CCCCCCCCCCCCCC\C=C/OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC","1"
"HMDB0003073","gamma-Linolenic acid","HMDB0003073","5280933","C06426","CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O","1"
"HMDB0001906","2-Aminoisobutyric acid","HMDB0001906","6119","C03665","CC(C)(N)C(O)=O","1"
"HMDB0031002","3-Decenoic acid","HMDB0031002","5312350",NA,"CCCCCC\C=C/CC(O)=O","1"
"HMDB0062549","2-Hydroxystearic acid","HMDB0062549","439887","C03045","CCCCCCCCCCCCCCCC[C@H](O)C(O)=O","1"
"HMDB0042811","NA","NA","NA","NA","NA","0"
"HMDB0042063","NA","NA","NA","NA","NA","0"
"HMDB0001388","alpha-Linolenic acid","HMDB0001388","5280934","C06427","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O","1"
"HMDB0042789","NA","NA","NA","NA","NA","0"
"HMDB0007041","DG(14:1(9Z)/16:1(9Z)/0:0)","HMDB0007041","53477976",NA,"[H][C@](CO)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB0005066","Tetradecanoylcarnitine","HMDB0005066","53477791",NA,"CCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","1"
"HMDB0011757","N-Acetylvaline","HMDB0011757","66789",NA,"CC(C)[C@H](NC(C)=O)C(O)=O","1"
"HMDB0010391","LysoPC(20:1(11Z)/0:0)","HMDB0010391","52924051","C04230","CCCCCCCC\C=C/CCCCCCCCCC(=O)OC[C@@]([H])(O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0002212","Arachidic acid","HMDB0002212","10467","C06425","CCCCCCCCCCCCCCCCCCCC(O)=O","1"
"HMDB0304761","NA","NA","NA","NA","NA","0"
"HMDB0043169","NA","NA","NA","NA","NA","0"
"HMDB0001565","Phosphorylcholine","HMDB0001565","1014","C00588","C[N+](C)(C)CCOP(O)(O)=O","1"
"HMDB0005393","TG(18:0/18:0/18:0)","HMDB0005393","11146",NA,"[H]C(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0031057","2-Hydroxyhexadecanoic acid","HMDB0031057","12575964",NA,"CCCCCCCCCCCCCC[C@H](O)C(O)=O","1"
"HMDB0072022","NA","NA","NA","NA","NA","0"
"HMDB0042278","NA","NA","NA","NA","NA","0"
"HMDB0043925","NA","NA","NA","NA","NA","0"
"HMDB0043375","NA","NA","NA","NA","NA","0"
"HMDB0042068","NA","NA","NA","NA","NA","0"
"HMDB0010497","TG(18:3(9Z,12Z,15Z)/14:0/18:3(9Z,12Z,15Z))","HMDB0010497","53480546",NA,"[H]C(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC","1"
"HMDB0005396","TG(18:0/18:0/20:1(11Z))","HMDB0005396","9544351",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0000696","Methionine","HMDB0000696","6137","C00073","CSCC[C@H](N)C(O)=O","1"
"HMDB0011773","Cer(d18:1/14:0)","HMDB0011773","5282310","C13916","CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCC","1"
"HMDB0005432","TG(16:1(9Z)/16:1(9Z)/16:1(9Z))","HMDB0005432","9543989",NA,"[H]C(COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB0000211","myo-Inositol","HMDB0000211",NA,"C00137","O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O","1"
"HMDB0042301","NA","NA","NA","NA","NA","0"
"HMDB0002100","Palmitoylethanolamide","HMDB0002100","4671","C16512","CCCCCCCCCCCCCCCC(=O)NCCO","1"
"HMDB0013122","LysoPC(P-18:0/0:0)","HMDB0013122","24779527","C04230","CCCCCCCCCCCCCCCC\C=C/OC[C@](O)([H])COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0000439","2-Furoylglycine","HMDB0000439","21863",NA,"OC(=O)CNC(=O)C1=CC=CO1","1"
"HMDB0000271","Sarcosine","HMDB0000271","1088","C00213","CNCC(O)=O","1"
"HMDB0005365","TG(16:0/18:0/18:0)","HMDB0005365","99647664",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0010471","TG(18:2(9Z,12Z)/14:0/18:3(9Z,12Z,15Z))","HMDB0010471","53480527",NA,"[H][C@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC","1"
"HMDB0044261","NA","NA","NA","NA","NA","0"
"HMDB0044121","NA","NA","NA","NA","NA","0"
"HMDB0000826","Pentadecanoic acid","HMDB0000826","13849","C16537","CCCCCCCCCCCCCCC(O)=O","1"
"HMDB0000698","Lithocholic acid glycine conjugate","HMDB0000698","115245","C15557","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O","1"
"HMDB0029022","Prolyl-Lysine","HMDB0029022","13653495",NA,"NCCCCC(NC(=O)C1CCCN1)C(O)=O","1"
"HMDB0006294","16-Hydroxyhexadecanoic acid","HMDB0006294","10466","C18218","OCCCCCCCCCCCCCCCC(O)=O","1"
"HMDB0042062","NA","NA","NA","NA","NA","0"
"HMDB0010384","LysoPC(18:0/0:0)","HMDB0010384","497299","C04230","CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0000289","Uric acid","HMDB0000289","1175","C00366","O=C1NC2=C(N1)C(=O)NC(=O)N2","1"
"HMDB0011149","LysoPC(O-18:0/0:0)","HMDB0011149","2733532","C04317","CCCCCCCCCCCCCCCCCCOC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0001954","3-Hydroxyoctanoic acid","HMDB0001954","11367166",NA,"CCCCC[C@H](O)CC(O)=O","1"
"HMDB0000786","Oxypurinol","HMDB0000786","4644","C07599","O=C1NC(=O)C2=CNNC2=N1","1"
"HMDB0004704","9,10-DHOME","HMDB0004704","25320862","C14828","CCCCC\C=C/C[C@@H](O)[C@H](O)CCCCCCCC(O)=O","1"
"HMDB0031106","Glycerol triheptadecanoate","HMDB0031106","3625612",NA,"CCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC","1"
"HMDB0043380","NA","NA","NA","NA","NA","0"
"HMDB0042645","NA","NA","NA","NA","NA","0"
"HMDB0005356","TG(16:0_32:0)","HMDB0005356","11147",NA,"[H]C(COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0011134","5-HETE","HMDB0011134","5280733","C04805","CCCCC\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CCCC(O)=O","1"
"HMDB0000112","gamma-Aminobutyric acid","HMDB0000112","119","C00334","NCCCC(O)=O","1"
"HMDB0005395","TG(18:0_36:1)","HMDB0005395","16058371",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0045053","NA","NA","NA","NA","NA","0"
"HMDB0048749","NA","NA","NA","NA","NA","0"
"HMDB0042093","NA","NA","NA","NA","NA","0"
"HMDB0062517","Pentadecanoylcarnitine","HMDB0062517","123132011",NA,"CCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"HMDB0005357","TG(16:0_34:0)","HMDB0005357","99649112",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0005404","TG(18:0/18:1(9Z)/20:1(11Z))","HMDB0005404","25240375",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0050322","NA","NA","NA","NA","NA","0"
"HMDB0052415","NA","NA","NA","NA","NA","0"
"HMDB0011621","Cinnamoylglycine","HMDB0011621","709625",NA,"OC(=O)CNC(=O)\C=C\C1=CC=CC=C1","1"
"HMDB0049905","NA","NA","NA","NA","NA","0"
"HMDB0006731","CE(20:5)","HMDB0006731","53477889","C02530","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0010412","TG(16:0/14:0/16:1(9Z))","HMDB0010412","53480480",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCC","1"
"HMDB0005385","TG(16:0_38:5)","HMDB0005385","9544319",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0000638","Dodecanoic acid","HMDB0000638","3893","C02679","CCCCCCCCCCCC(O)=O","1"
"HMDB0008928","PE(16:0/18:2(9Z,12Z))","HMDB0008928","9546747","C00350","[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0010408","LysoPC(P-18:1(9Z)/0:0)","HMDB0010408","24779513","C04230","CCCCCCCC\C=C/CCCCCC\C=C/OC[C@](O)([H])COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0000362","2-Phosphoglyceric acid","HMDB0000362","59",NA,"OCC(OP(O)(O)=O)C(O)=O","1"
"HMDB0000910","Tridecanoic acid","HMDB0000910","12530","C17076","CCCCCCCCCCCCC(O)=O","1"
"HMDB0044713","NA","NA","NA","NA","NA","0"
"HMDB0010411","TG(16:0/14:0/16:0)","HMDB0010411","545606",NA,"[H]C(COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC","1"
"HMDB0043373","NA","NA","NA","NA","NA","0"
"HMDB0042094","NA","NA","NA","NA","NA","0"
"HMDB0005377","TG(16:0/16:1(9Z)/18:1(9Z))","HMDB0005377","9544011",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB0042482","NA","NA","NA","NA","NA","0"
"HMDB0002329","Oxalic acid","HMDB0002329","971","C00209","OC(=O)C(O)=O","1"
"HMDB0043170","NA","NA","NA","NA","NA","0"
"HMDB0042098","NA","NA","NA","NA","NA","0"
"HMDB0047745","NA","NA","NA","NA","NA","0"
"HMDB0047901","NA","NA","NA","NA","NA","0"
"HMDB0042752","NA","NA","NA","NA","NA","0"
"HMDB0005403","TG(18:0/18:1(9Z)/18:1(9Z))","HMDB0005403","16058372",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0003876","15-HETE","HMDB0003876","5280724","C04742","CCCCC[C@H](O)\C=C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0000172","Isoleucine","HMDB0000172","6306","C00407","CC[C@H](C)[C@H](N)C(O)=O","1"
"HMDB0005391","TG(16:0_38:6)","HMDB0005391","9544362",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0010367","CE(14:1)","HMDB0010367","53480456",NA,"CCCC\C=C/CCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0048587","NA","NA","NA","NA","NA","0"
"HMDB0044711","NA","NA","NA","NA","NA","0"
"HMDB0011507","LysoPE(18:2(9Z,12Z)/0:0)","HMDB0011507","52925130",NA,"[H][C@@](O)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)COP(O)(=O)OCCN","1"
"HMDB0000896","Taurodeoxycholic acid","HMDB0000896","2733768","C05463","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O","1"
"HMDB0010368","CE(18:0)","HMDB0010368","53480457","C02530","CCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0005367","TG(16:0/18:0/18:1(9Z))","HMDB0005367","5365005",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0042095","NA","NA","NA","NA","NA","0"
"HMDB0000951","Taurochenodesoxycholic acid","HMDB0000951","387316","C05465","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O","1"
"HMDB0000929","L-Tryptophan","HMDB0000929","6305","C00078","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"HMDB0005476","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0005476","9545277",NA,"[H][C@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0000631","Deoxycholic acid glycine conjugate","HMDB0000631","22833539","C05464 ","[H][C@]12CCC3C4CC[C@H]([C@H](C)CCC(=O)NCC(O)=O)[C@@]4(C)[C@@H](O)CC3[C@@]1(C)CC[C@@H](O)C2","1"
"HMDB0049730","NA","NA","NA","NA","NA","0"
"HMDB0010517","TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))","HMDB0010517","53480560",NA,"[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC","1"
"HMDB0005376","TG(16:0_32:2)","HMDB0005376","9543987",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB0005463","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0005463","9545200",NA,"[H][C@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0044719","NA","NA","NA","NA","NA","0"
"HMDB0000247","Sorbitol","HMDB0000247","5780","C00794","OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","1"
"HMDB0000637","Chenodeoxycholic acid glycine conjugate","HMDB0000637","12544","C05466","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O","1"
"HMDB0242141","NA","NA","NA","NA","NA","0"
"HMDB0042632","NA","NA","NA","NA","NA","0"
"HMDB0000885","CE(16:0)","HMDB0000885","246520","C11251","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCCCCCCCCCCC)[C@H](C)CCCC(C)C","1"
"HMDB0005370","TG(16:0_38:4)","HMDB0005370","9544279",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB0006729","CE(22:4(7Z,10Z,13Z,16Z))","HMDB0006729","16061341","C02530","CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0000482","Caprylic acid","HMDB0000482","379","C06423","CCCCCCCC(O)=O","1"
"HMDB0010370","CE(18:3(9Z,12Z,15Z))","HMDB0010370","6436907","C02530","CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0042099","NA","NA","NA","NA","NA","0"
"HMDB0060058","NA","NA","NA","NA","NA","0"
"HMDB0011706","TG(15:0/18:1(9Z)/16:1(9Z))","HMDB0011706","131750651",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0004667","13-HODE","HMDB0004667","6443013","C14762","CCCCC[C@H](O)\C=C\C=C/CCCCCCCC(O)=O","1"
"HMDB0043199","NA","NA","NA","NA","NA","0"
"HMDB0005410","TG(18:0/18:2(9Z,12Z)/20:1(11Z))","HMDB0005410","25240377",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0005360","TG(16:0_34:1)","HMDB0005360","25240460",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0001925","Ibuprofen","HMDB0001925","3672","C01588","CC(C)CC1=CC=C(C=C1)C(C)C(O)=O","1"
"HMDB0005435","TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","HMDB0005435","25240359",NA,"[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB0042103","NA","NA","NA","NA","NA","0"
"HMDB0011477","LysoPE(0:0/18:2(9Z,12Z))","HMDB0011477","53480926",NA,"[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0003464","4-Guanidinobutanoic acid","HMDB0003464","500","C01035","NC(=N)NCCCC(O)=O","1"
"HMDB0006726","CE(20:4)","HMDB0006726","6479222","C02530","CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0000072","cis-Aconitic acid","HMDB0000072","643757","C00417","OC(=O)C\C(=C\C(O)=O)C(O)=O","1"
"HMDB0006733","CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0006733","53477890","C02530","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0005359","TG(16:0_32:1)","HMDB0005359","9543986",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB0060564","Carboxy-ibuprofen","HMDB0060564","10444113",NA,"CC(CC1=CC=C(C=C1)C(C)C(O)=O)C(O)=O","1"
"HMDB0000881","Xanthurenic acid","HMDB0000881","5699","C02470","OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1","1"
"HMDB0002261","2-Hydroxymyristic acid","HMDB0002261","1563",NA,"CCCCCCCCCCCCC(O)C(O)=O","1"
"HMDB0042104","NA","NA","NA","NA","NA","0"
"HMDB0001991","7-Methylxanthine","HMDB0001991","68374","C16353","CN1C=NC2=C1C(=O)NC(=O)N2","1"
"HMDB0003178","Heme","HMDB0003178","26945","C00032","CC1=C(CCC(O)=O)C2=CC3=[N+]4C(=CC5=C(C)C(C=C)=C6C=C7C(C)=C(C=C)C8=[N+]7[Fe--]4(N2C1=C8)N56)C(C)=C3CCC(O)=O","1"
"HMDB0011705","TG(15:0/18:1(9Z)/16:0)","HMDB0011705","53481037",NA,"[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0006734","CE(20:2(6Z,9Z))","HMDB0006734","53477895","C01290","CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
